,is_increase,time,data_datetime,precipitation,cloudrate,dswrf,visibility,apparent_temperature,wind_speed,humidity,minute_of_day,distance_max
17,2,2025-06-22 17:00:00,2025-06-22 17:00:00,-0.11590239666386534,1.1788275005229742,-0.7647583560749085,2.1860895326344396,-1.1664653385634856,-1.2373363861900701,1.3690486379593256,17.0,-0.5260160965660927
18,2,2025-06-22 18:00:00,2025-06-22 18:00:00,-0.1808228779164554,1.1788275005229742,-0.7663003862230606,2.1860895326344396,-1.194070601169626,-1.2870132567853765,1.3690486379593256,18.0,-0.6691062064892928
19,2,2025-06-22 19:00:00,2025-06-22 19:00:00,-0.1271881512107291,1.1788275005229742,-0.7878888082971921,2.1860895326344396,-1.3320969142003265,-1.0049195987620299,1.3690486379593256,19.0,-0.8121963164124928
20,0,2025-06-22 20:00:00,2025-06-22 20:00:00,0.41732211306732375,1.1788275005229742,-0.7881306953792551,-0.4406569695195485,-1.1664653385634856,-1.5141075223639193,1.3690486379593256,20.0,-0.9552864263356927
21,0,2025-06-22 21:00:00,2025-06-22 21:00:00,0.021389355250894766,1.1788275005229742,-0.7881306953792551,2.1860895326344396,-1.1664653385634856,-1.4644306517686132,1.3690486379593256,21.0,-1.0983765362588926
22,0,2025-06-22 22:00:00,2025-06-22 22:00:00,0.4662453111758158,1.1788275005229742,-0.7881306953792551,-1.1307021319141375,-1.249281126381906,-1.1823369937452668,1.4335149828812064,22.0,-1.2414666461820927
23,0,2025-06-22 23:00:00,2025-06-22 23:00:00,0.47846241439887705,1.1788275005229742,-0.7881306953792551,-1.8016852732481023,-1.2216758637757656,-1.1060475139024748,1.4335149828812064,23.0,-1.3845567561052925
24,0,2025-06-23 00:00:00,2025-06-23 00:00:00,1.5007545495662449,1.1788275005229742,-0.7881306953792551,-1.7978728690359775,-1.3320969142003265,-0.9481460323673941,1.4335149828812064,0.0,1.4772454423587067
25,0,2025-06-23 01:00:00,2025-06-23 01:00:00,0.19445585337488802,0.9513594973708743,-0.7881306953792551,-1.5557852015660527,-1.3320969142003265,-1.1734661239961048,1.4335149828812064,1.0,1.3341553324355067
26,0,2025-06-23 02:00:00,2025-06-23 02:00:00,0.17095299560496305,1.1788275005229742,-0.7881306953792551,-1.2450742582778815,-1.5805442776555867,-0.5808920247520939,1.3690486379593256,2.0,1.1910652225123066
27,0,2025-06-23 03:00:00,2025-06-23 03:00:00,-0.05667957790095407,1.1788275005229742,-0.7881306953792551,0.7011580920118298,-1.718570590686287,-0.6589556785447181,1.3690486379593256,3.0,1.0479751125891068
28,0,2025-06-23 04:00:00,2025-06-23 04:00:00,0.05431527021528854,1.1503940001289616,-0.7881306953792551,0.8994031110423193,-1.7461758532924274,-0.9020175096717526,1.304582293037445,4.0,0.9048850026659068
29,0,2025-06-23 05:00:00,2025-06-23 05:00:00,0.06280697873355982,1.1788275005229742,-0.7881306953792551,0.08545481175367396,-1.663360065474007,-1.0528222954075037,1.304582293037445,5.0,0.7617948927427068
30,1,2025-06-23 06:00:00,2025-06-23 06:00:00,0.030593271580375878,1.1788275005229742,-0.7633675053530457,1.0156814395121256,-1.6357548028678666,-1.1521760365981164,1.304582293037445,6.0,0.6187047828195069
31,1,2025-06-23 07:00:00,2025-06-23 07:00:00,-0.20618843303877543,1.1788275005229742,-0.7289288320443124,2.1860895326344396,-1.6357548028678666,-1.1610469063472784,1.2401159481155644,7.0,0.475614672896307
32,1,2025-06-23 08:00:00,2025-06-23 08:00:00,-0.13847390575759286,1.1788275005229742,-0.6117345407847421,2.111747650498006,-1.663360065474007,-0.7778253331834868,1.111183258271803,8.0,0.332524562973107
33,2,2025-06-23 09:00:00,2025-06-23 09:00:00,-0.20618843303877543,1.065093498946924,-0.557975136796219,2.184183330528377,-1.5805442776555867,-0.7175034188891863,1.0467169133499232,9.0,0.18943445304990705
34,1,2025-06-23 10:00:00,2025-06-23 10:00:00,-0.20618843303877543,0.2120884871265494,-0.09367288277610566,2.184183330528377,-1.4149127020187469,-0.23670227848461467,0.6599188438186393,10.0,0.046344343126707065
35,2,2025-06-23 11:00:00,2025-06-23 11:00:00,-0.17139982072198665,0.6670244934307491,1.590768284940781,2.184183330528377,-0.9180179751082255,0.417967909003529,0.20865442936547554,11.0,-0.0967457667964929
36,1,2025-06-23 12:00:00,2025-06-23 12:00:00,-0.18104201878144308,0.5248569914606869,1.0783305015901115,2.184183330528377,-0.9180179751082255,0.5545793031406215,-0.049210950322047045,12.0,-0.23983587671969284
37,2,2025-06-23 13:00:00,2025-06-23 13:00:00,-0.18410999089127011,0.24052198752056195,0.8009162543489978,2.184183330528377,-0.945623237714365,0.6361913048329103,-0.1136772952439277,13.0,-0.3829259866428928
38,1,2025-06-23 14:00:00,2025-06-23 14:00:00,-0.1826855752688504,1.1788275005229742,0.8098963122705904,2.1860895326344396,-0.8628074498959455,0.833124613264303,-0.1136772952439277,14.0,-0.5260160965660927
39,2,2025-06-23 15:00:00,2025-06-23 15:00:00,-0.17139982072198665,1.1788275005229742,0.4362412422536225,2.144153086301067,-1.1388600759573462,1.0052194863980428,0.015255394599833596,15.0,-0.6691062064892928
40,2,2025-06-23 16:00:00,2025-06-23 16:00:00,0.47796934745265474,1.1788275005229742,-0.08750476218349675,1.0747737048000598,-1.4701232272310267,0.8348987872141357,0.27312077428735615,16.0,-0.8121963164124928
41,2,2025-06-23 17:00:00,2025-06-23 17:00:00,4.592010376298224,1.1788275005229742,-0.7772760125716738,-1.8379031132632881,-1.8289916411108478,0.05958477113739075,1.2401159481155644,17.0,-0.9552864263356927
42,2,2025-06-23 18:00:00,2025-06-23 18:00:00,-0.11025951939043345,1.1788275005229742,-0.7665422733051238,2.184183330528377,-1.7737811158985668,-0.36444280287254527,1.2401159481155644,18.0,-1.0983765362588926
43,2,2025-06-23 19:00:00,2025-06-23 19:00:00,0.2076043052741468,1.1788275005229742,-0.7875259776740974,0.48575725402677833,-1.8842021663231276,-0.41589384741768376,1.2401159481155644,19.0,-1.2414666461820927
44,0,2025-06-23 20:00:00,2025-06-23 20:00:00,-0.12247662261349472,1.1788275005229742,-0.7881306953792551,2.17846472421019,-1.9394126915354077,-0.5241184583574581,1.2401159481155644,20.0,-1.3845567561052925
45,0,2025-06-23 21:00:00,2025-06-23 21:00:00,-0.0707593784764103,1.1788275005229742,-0.7881306953792551,1.7915056966795226,-1.9946232167476876,-0.6766974180430418,1.2401159481155644,21.0,-1.5276468660284925
46,0,2025-06-23 22:00:00,2025-06-23 22:00:00,-0.01339925706589401,1.1788275005229742,-0.7881306953792551,1.6180413050278442,-1.8842021663231276,-0.8576631609259434,1.304582293037445,22.0,-1.6707369759516926
47,0,2025-06-23 23:00:00,2025-06-23 23:00:00,-0.051968049303719684,1.1788275005229742,-0.7881306953792551,1.9516266735887642,-2.077439004566108,-0.5631502852537703,1.304582293037445,23.0,-1.8138270858748924
48,0,2025-06-24 00:00:00,2025-06-24 00:00:00,0.37979423993818956,1.1788275005229742,-0.7881306953792551,-0.8676462412775263,-1.6909653280801475,-0.9179850752202439,1.3690486379593256,0.0,2.1926959919747064
49,0,2025-06-24 01:00:00,2025-06-24 01:00:00,0.8951587691728855,1.1788275005229742,-0.7881306953792551,-1.6835007426722337,-1.8565969037169872,-0.4265388911166781,1.3690486379593256,1.0,2.0496058820515066
50,0,2025-06-24 02:00:00,2025-06-24 02:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-1.4395068730962464,-1.9118074289292672,-0.3733136726217069,1.3690486379593256,2.0,1.9065157721283066
51,0,2025-06-24 03:00:00,2025-06-24 03:00:00,-0.20618843303877543,0.7807584950067993,-0.7881306953792551,-2.312547437672826,-1.8013863785047073,-0.9268559449694057,1.3690486379593256,3.0,1.7634256622051065
52,0,2025-06-24 04:00:00,2025-06-24 04:00:00,-0.20618843303877543,0.8660589961888367,-0.7881306953792551,-2.3544838840061986,-1.718570590686287,-1.1291117752502957,1.4335149828812064,4.0,1.6203355522819065
53,0,2025-06-24 05:00:00,2025-06-24 05:00:00,-0.20618843303877543,0.5817239922487119,-0.7881306953792551,-2.318266043991013,-1.9118074289292672,-0.8133088121801342,1.3690486379593256,5.0,1.4772454423587067
54,1,2025-06-24 06:00:00,2025-06-24 06:00:00,-0.20618843303877543,0.5817239922487119,-0.7757944541940373,-1.6549077110812975,-2.0498337419599677,-0.4673448919628226,1.3690486379593256,6.0,1.3341553324355067
55,1,2025-06-24 07:00:00,2025-06-24 07:00:00,-0.20618843303877543,0.5817239922487119,-0.7630953823857246,-1.1135463129595757,-2.0498337419599677,-0.5933112424009206,1.3690486379593256,7.0,1.1910652225123066
56,1,2025-06-24 08:00:00,2025-06-24 08:00:00,-0.20618843303877543,1.0935269993409367,-0.7348550655548581,-0.8371470075805278,-2.077439004566108,-0.44960315246449867,1.4335149828812064,8.0,1.0479751125891068
57,1,2025-06-24 09:00:00,2025-06-24 09:00:00,-0.16236026004124623,1.1503940001289616,-0.6788582060572514,-0.8161787844138413,-2.1878600549906677,-0.1675094944411522,1.4335149828812064,9.0,0.9048850026659068
58,2,2025-06-24 10:00:00,2025-06-24 10:00:00,-0.20618843303877543,0.7807584950067993,-0.3763481740520916,-0.7303996896410333,-2.1602547923845283,-0.08589749274886346,1.4335149828812064,10.0,0.7617948927427068
59,2,2025-06-24 11:00:00,2025-06-24 11:00:00,-0.20618843303877543,1.1503940001289616,-0.47633824659992396,-0.5988717443227278,-1.9394126915354077,-0.16218697259165524,1.3690486379593256,11.0,0.6187047828195069
60,1,2025-06-24 12:00:00,2025-06-24 12:00:00,-0.20618843303877543,0.5817239922487119,-0.567892507160806,-0.44256317162561093,-1.9118074289292672,-0.48686080541097854,1.2401159481155644,12.0,0.475614672896307
61,2,2025-06-24 13:00:00,2025-06-24 13:00:00,-0.06062411347073168,-0.726217025875863,-0.2312159248142338,-0.4578127884741101,-1.8565969037169872,-0.22073471293612337,1.111183258271803,13.0,0.332524562973107
62,1,2025-06-24 14:00:00,2025-06-24 14:00:00,-0.16236026004124623,-0.015379516025550766,-0.3267613222291568,0.033987354889989226,-1.5253337524433066,-1.0244355122101858,0.9822505684280426,14.0,0.18943445304990705
63,2,2025-06-24 15:00:00,2025-06-24 15:00:00,-0.20618843303877543,0.09835448555049932,-0.297825580037359,0.298949447632663,-1.4701232272310267,-1.0634673391064982,0.9822505684280426,15.0,0.046344343126707065
64,2,2025-06-24 16:00:00,2025-06-24 16:00:00,-0.20618843303877543,1.1788275005229742,-0.19574923140673237,0.4724138392843415,-1.5253337524433066,-1.0900799483539836,1.0467169133499232,16.0,-0.0967457667964929
65,2,2025-06-24 17:00:00,2025-06-24 17:00:00,-0.20618843303877543,1.1788275005229742,-0.37275010370640305,0.40950916978428226,-1.497728489837166,-1.1557243844977811,0.9822505684280426,17.0,-0.23983587671969284
66,2,2025-06-24 18:00:00,2025-06-24 18:00:00,-0.20618843303877543,1.1788275005229742,-0.5079649825796738,0.298949447632663,-1.5253337524433066,-1.5708810887585551,0.917784223506162,18.0,-0.3829259866428928
67,2,2025-06-24 19:00:00,2025-06-24 19:00:00,-0.20618843303877543,1.1788275005229742,-0.7853792298207873,0.2894184371023509,-1.4701232272310267,-1.6116870896046998,0.7243851887405199,19.0,-0.5260160965660927
68,0,2025-06-24 20:00:00,2025-06-24 20:00:00,-0.20618843303877543,0.8376254957948243,-0.7881306953792551,0.27416882025385164,-1.5805442776555867,-1.6524930904508444,0.6599188438186393,20.0,-0.6691062064892928
69,0,2025-06-24 21:00:00,2025-06-24 21:00:00,-0.20618843303877543,-0.47031552232975066,-0.7881306953792551,0.20173314022348063,-1.5253337524433066,-1.6294288291030234,0.5954524988967587,21.0,-0.8121963164124928
70,0,2025-06-24 22:00:00,2025-06-24 22:00:00,-0.20618843303877543,-1.0958525309980256,-0.7881306953792551,0.26463780972353984,-1.3597021768064659,-1.7695885711397805,0.40205346413111676,22.0,-0.9552864263356927
71,0,2025-06-24 23:00:00,2025-06-24 23:00:00,-0.20618843303877543,-0.726217025875863,-0.7881306953792551,0.20935794864773005,-1.4701232272310267,-1.6312030030528557,0.20865442936547554,23.0,-1.0983765362588926
72,0,2025-06-25 00:00:00,2025-06-25 00:00:00,-0.20618843303877543,-0.726217025875863,-0.7881306953792551,0.11976644966279745,-1.5253337524433066,-1.7145891786949772,0.530986153974878,0.0,1.7634256622051065
73,0,2025-06-25 01:00:00,2025-06-25 01:00:00,-0.20618843303877543,-0.47031552232975066,-0.7881306953792551,-0.044166931458569224,-1.608149540261727,-1.7145891786949772,0.917784223506162,1.0,1.6203355522819065
74,0,2025-06-25 02:00:00,2025-06-25 02:00:00,-0.20618843303877543,-0.4987490227237632,-0.7881306953792551,-0.2919732052466811,-1.718570590686287,-1.352657692929174,1.0467169133499232,2.0,1.4772454423587067
75,0,2025-06-25 03:00:00,2025-06-25 03:00:00,-0.20618843303877543,-0.5271825231177756,-0.7881306953792551,-0.3586902789588654,-1.663360065474007,-1.6666864820495033,1.111183258271803,3.0,1.3341553324355067
76,0,2025-06-25 04:00:00,2025-06-25 04:00:00,-0.20618843303877543,0.04148748476247428,-0.7881306953792551,-1.8493403258996624,-1.608149540261727,-1.7358792660929654,1.1756496031936838,4.0,1.1910652225123066
77,1,2025-06-25 05:00:00,2025-06-25 05:00:00,-0.20618843303877543,0.6101574926427245,-0.7881306953792551,-2.3163598418849505,-1.718570590686287,-1.2284655164409082,1.2401159481155644,5.0,1.0479751125891068
78,1,2025-06-25 06:00:00,2025-06-25 06:00:00,-0.20618843303877543,0.24052198752056195,-0.5727907205725836,-1.3594463846416256,-1.608149540261727,-1.6666864820495033,1.1756496031936838,6.0,0.9048850026659068
79,1,2025-06-25 07:00:00,2025-06-25 07:00:00,-0.20618843303877543,1.065093498946924,-0.08853278228226491,-0.8676462412775263,-1.4701232272310267,-1.5886228282568788,1.0467169133499232,7.0,0.7617948927427068
80,1,2025-06-25 08:00:00,2025-06-25 08:00:00,-0.20618843303877543,-0.1859805183896256,0.47881336869672736,-0.7018066580500972,-1.249281126381906,-1.3952378677251507,0.7888515336624006,8.0,0.6187047828195069
81,1,2025-06-25 09:00:00,2025-06-25 09:00:00,-0.20618843303877543,-0.5840495239058006,1.1219911199025006,-0.38728331054980114,-1.000833762926646,-1.2107237769425847,0.530986153974878,9.0,0.475614672896307
82,2,2025-06-25 10:00:00,2025-06-25 10:00:00,-0.20618843303877543,0.7807584950067993,1.670621257906861,-0.08610337779194183,-0.476333773409984,-1.2160462987920817,0.07972173952171424,10.0,0.332524562973107
83,2,2025-06-25 11:00:00,2025-06-25 11:00:00,-0.20618843303877543,-0.04381301641956329,0.41096404217802884,0.07020519490517474,0.24140305434965706,-1.771362745089613,-0.17814364016580833,11.0,0.18943445304990705
84,1,2025-06-25 12:00:00,2025-06-25 12:00:00,-0.20618843303877543,1.1788275005229742,0.009250070641741857,0.12357885387492218,0.5174556804110577,-1.226691342491076,-0.17814364016580833,12.0,0.046344343126707065
85,2,2025-06-25 13:00:00,2025-06-25 13:00:00,-0.20618843303877543,1.1503940001289616,2.0029136368910394,0.36566652134484695,0.7935083064724584,-1.4041087374743126,-0.5004753647752116,13.0,-0.0967457667964929
86,1,2025-06-25 14:00:00,2025-06-25 14:00:00,-0.20618843303877543,1.1788275005229742,1.5738664250816223,0.40950916978428226,0.9315346195031586,-1.0545964693573362,-0.37154267493145027,14.0,-0.23983587671969284
87,2,2025-06-25 15:00:00,2025-06-25 15:00:00,-0.20618843303877543,1.1788275005229742,1.0024384295928153,0.7278449214967028,0.8211135690785988,-0.8416955953774521,-0.5004753647752116,15.0,-0.3829259866428928
88,2,2025-06-25 16:00:00,2025-06-25 16:00:00,-0.20618843303877543,0.18365498673253688,0.6325930811183409,-0.7494617107016572,0.8487188316847393,0.09151990223437333,-0.7583407444627335,16.0,-0.5260160965660927
89,2,2025-06-25 17:00:00,2025-06-25 17:00:00,-0.20618843303877543,-0.8683845278459255,-0.15096988533980166,-0.7113376685804094,0.4898504178049173,-0.35379775917355094,-0.6294080546189721,17.0,-0.6691062064892928
90,2,2025-06-25 18:00:00,2025-06-25 18:00:00,-0.20618843303877543,0.9513594973708743,-0.7665422733051238,-0.33390965158005403,0.2690083169557975,-0.5649244592036027,-0.6294080546189721,18.0,-0.8121963164124928
91,2,2025-06-25 19:00:00,2025-06-25 19:00:00,-0.20618843303877543,1.1788275005229742,-0.7874655059035816,-0.35678407685280267,-0.007044309105603123,-1.0457255996081742,-0.30707633000956963,19.0,-0.9552864263356927
92,0,2025-06-25 20:00:00,2025-06-25 20:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-0.585528329580291,-0.2554916725608633,-1.0102421206115269,0.015255394599833596,20.0,-1.0983765362588926
93,0,2025-06-25 21:00:00,2025-06-25 21:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-0.728493487534971,-0.4211232481977041,-0.8470181172269491,0.20865442936547554,21.0,-1.2414666461820927
94,0,2025-06-25 22:00:00,2025-06-25 22:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-0.6293709780197262,-0.4211232481977041,-1.097176644153313,0.40205346413111676,22.0,-1.3845567561052925
95,0,2025-06-25 23:00:00,2025-06-25 23:00:00,-0.20618843303877543,0.7523249946127867,-0.7881306953792551,-0.6789322327773486,-0.39351798559156365,-1.3118516920830297,0.530986153974878,23.0,-1.5276468660284925
96,0,2025-06-26 00:00:00,2025-06-26 00:00:00,-0.20618843303877543,0.5248569914606869,-0.7881306953792551,-0.6694012222470365,-0.5039390360161244,-1.4715273475679425,0.6599188438186393,0.0,1.6203355522819065
97,0,2025-06-26 01:00:00,2025-06-26 01:00:00,-0.20618843303877543,0.7807584950067993,-0.7881306953792551,-1.9923054838543424,-0.5867548238345449,-1.3987862156248156,0.7888515336624006,1.0,1.4772454423587067
98,0,2025-06-26 02:00:00,2025-06-26 02:00:00,-0.20618843303877543,1.1219604997349493,-0.7881306953792551,-2.375452107172885,-0.476333773409984,-1.5833003064073818,0.917784223506162,2.0,1.3341553324355067
99,0,2025-06-26 03:00:00,2025-06-26 03:00:00,-0.20618843303877543,0.41112298988463675,-0.7881306953792551,-2.4002327345516963,-0.44872851080384457,-1.799749528286931,0.917784223506162,3.0,1.1910652225123066
100,0,2025-06-26 04:00:00,2025-06-26 04:00:00,-0.20618843303877543,1.0366599985529117,-0.7881306953792551,-2.4059513408698834,-0.4211232481977041,-1.7021699610461505,0.9822505684280426,4.0,1.0479751125891068
101,1,2025-06-26 05:00:00,2025-06-26 05:00:00,-0.20618843303877543,0.8376254957948243,-0.7881306953792551,-2.4059513408698834,-0.6419653490468248,-1.2231429945914112,0.917784223506162,5.0,0.9048850026659068
102,1,2025-06-26 06:00:00,2025-06-26 06:00:00,-0.20618843303877543,0.38268948949062426,-0.5182149476820976,-2.404045138763821,-0.6419653490468248,-1.4236246509224686,1.0467169133499232,6.0,0.7617948927427068
103,1,2025-06-26 07:00:00,2025-06-26 07:00:00,-0.20618843303877543,1.1503940001289616,0.07344085504423592,-2.1371768439150847,-0.36591272298542415,-1.3100775181331972,1.111183258271803,7.0,0.6187047828195069
104,1,2025-06-26 08:00:00,2025-06-26 08:00:00,-0.20618843303877543,1.1788275005229742,0.6803960157110602,-0.6198399674894141,-0.062254834317883055,-1.198304559293758,0.9822505684280426,8.0,0.475614672896307
105,1,2025-06-26 09:00:00,2025-06-26 09:00:00,-0.20618843303877543,0.8944924965828494,1.2234022790574535,-0.12041501570106532,0.7935083064724584,-1.1734661239961048,0.7888515336624006,9.0,0.332524562973107
106,1,2025-06-26 10:00:00,2025-06-26 10:00:00,-0.20618843303877543,1.1503940001289616,1.715219188662244,0.33897969185997323,1.3456135585952596,-1.10249916600281,0.14418808444359488,10.0,0.18943445304990705
107,1,2025-06-26 11:00:00,2025-06-26 11:00:00,-0.20618843303877543,1.0935269993409367,2.0146753962563575,0.8212488246937608,1.5940609220505197,-0.990726207163371,-0.5004753647752116,11.0,0.046344343126707065
108,1,2025-06-26 12:00:00,2025-06-26 12:00:00,-0.20618843303877543,1.1788275005229742,2.133804784172432,1.1891458311638041,2.0357451237487614,-1.299432474434203,-0.6938743995408527,12.0,-0.0967457667964929
109,2,2025-06-26 13:00:00,2025-06-26 13:00:00,-0.20618843303877543,0.4395564902786493,2.0632644638657816,1.465545136542852,2.4498240628408623,-1.9239417047751965,-1.016206124150256,13.0,-0.23983587671969284
110,2,2025-06-26 14:00:00,2025-06-26 14:00:00,-0.20618843303877543,-0.24284751917765063,1.8023892458607322,1.6256661134520936,2.560245113265422,-1.6560414383505089,-1.3385378487596584,14.0,-0.3829259866428928
111,2,2025-06-26 15:00:00,2025-06-26 15:00:00,-0.20618843303877543,0.9229259969768618,0.8781387052976416,1.4674513386489147,2.256587224597883,-0.7104067230898569,-1.5964032284471812,15.0,-0.5260160965660927
112,2,2025-06-26 16:00:00,2025-06-26 16:00:00,-0.005236259845104191,-0.6124830242998132,-0.33583208780652296,1.8772847914523305,2.0909556489610424,0.6681264359298928,-1.789802263212823,16.0,-0.6691062064892928
113,2,2025-06-26 17:00:00,2025-06-26 17:00:00,0.4632869094984825,-0.9821185294219756,0.2795588848472519,1.2101140543304902,0.6830872560478984,0.7515126115720143,-1.8542686081347037,17.0,-0.8121963164124928
114,2,2025-06-26 18:00:00,2025-06-26 18:00:00,-0.09437180667882913,0.6385909930367369,-0.4041954243746055,0.8021868036331365,-0.6695706116529643,-1.10249916600281,-1.4674705386034197,18.0,-0.9552864263356927
115,0,2025-06-26 19:00:00,2025-06-26 19:00:00,-0.20618843303877543,1.0366599985529117,-0.7850466350829507,0.18457732126891904,-0.8075969246836646,0.547482607341292,0.530986153974878,19.0,-1.0983765362588926
116,0,2025-06-26 20:00:00,2025-06-26 20:00:00,-0.20618843303877543,0.7807584950067993,-0.7881306953792551,-0.06894755883738024,-0.7523863994713846,-0.6660523743440476,0.7243851887405199,20.0,-1.2414666461820927
117,0,2025-06-26 21:00:00,2025-06-26 21:00:00,-0.20618843303877543,0.5817239922487119,-0.7881306953792551,-0.37012749159523956,-0.31070219777314423,-1.7465243097919596,0.7888515336624006,21.0,-1.3845567561052925
118,0,2025-06-26 22:00:00,2025-06-26 22:00:00,-0.20618843303877543,0.2120884871265494,-0.7881306953792551,-0.6293709780197262,-0.1726758847424439,-1.6099129156548675,0.4665198090529974,22.0,-1.5276468660284925
119,0,2025-06-26 23:00:00,2025-06-26 23:00:00,-0.20618843303877543,-0.24284751917765063,-0.7881306953792551,-0.7265872854289086,-0.3383074603792837,-1.1539502105479489,0.3375871192092361,23.0,-1.6707369759516926
120,0,2025-06-27 00:00:00,2025-06-27 00:00:00,-0.20618843303877543,1.008226498158899,-0.7881306953792551,-0.7342120938531581,-0.4211232481977041,-1.1007249920529778,0.530986153974878,0.0,1.6203355522819065
121,0,2025-06-27 01:00:00,2025-06-27 01:00:00,-0.20618843303877543,0.26895548791457446,-0.7881306953792551,-0.6541516053985372,-0.6971758742591048,-0.8133088121801342,0.5954524988967587,1.0,1.4772454423587067
122,0,2025-06-27 02:00:00,2025-06-27 02:00:00,-0.20618843303877543,-1.4939215365142005,-0.7881306953792551,-0.5149988516559819,-0.7799916620775251,-0.7441160281366718,0.917784223506162,2.0,1.3341553324355067
123,0,2025-06-27 03:00:00,2025-06-27 03:00:00,-0.20618843303877543,-1.636089038484263,-0.7881306953792551,-0.4501879800498603,-0.8352021872898051,-0.768954463434325,0.8533178785842812,3.0,1.1910652225123066
124,0,2025-06-27 04:00:00,2025-06-27 04:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-0.7094314664743471,-0.6419653490468248,-0.8523406390764463,0.917784223506162,4.0,1.0479751125891068
125,1,2025-06-27 05:00:00,2025-06-27 05:00:00,-0.20618843303877543,1.1788275005229742,-0.7881306953792551,-0.7685237317622813,-0.7247811368652451,-1.1805628197954343,0.7888515336624006,5.0,0.9048850026659068
